"Player Name","Age","Current Club","Opponent","competition","Date","Position","Mins","Goals","Assists","Yel","Red","Shots","PS%","AerialsWon","Rating"
"Aleksandar Mitrovic","28","Fulham","Brentford (A)3 - 2","Premier League","6/3/2023","FW","  90 ","0","0","  1 ","0","  1 ","  55 ","  2 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Newcastle (A)1 - 0","Premier League","15-01-2023","FW","  90 ","0","0","0","0","  3 ","  75 ","  2 ","  5 "
"Aleksandar Mitrovic","28","Fulham","Tottenham (A)2 - 1","Premier League","3/9/2022","FW","  90 ","  1 ","0","  1 ","0","  5 ","  50 ","  2 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Tottenham (H)0 - 1","Premier League","23-01-2023","FW","  90 ","0","0","0","0","  2 ","  58 ","  3 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Southampton (H)2 - 1","Premier League","31-12-2022","FW","  90 ","0","0","0","0","  2 ","  68 ","  3 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Leicester (A)0 - 1","Premier League","3/1/2023","FW","  90 ","  1 ","0","  1 ","0","  4 ","  64 ","  3 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Nottingham Forest (H)2 - 0","Premier League","11/2/2023","FW","  84 ","0","0","0","0","  7 ","  65 ","  3 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Chelsea (A)0 - 0","Premier League","3/2/2023","FW","  90 ","0","0","0","0","  1 ","  50 ","  4 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Bournemouth (H)2 - 2","Premier League","15-10-2022","FW","  90 ","  1 ","0","0","0","  5 ","  44 ","  4 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Crystal Palace (A)0 - 3","Premier League","26-12-2022","FW","  85 ","  1 ","  1 ","0","0","  7 ","  81 ","  4 ","  9 "
"Aleksandar Mitrovic","28","Fulham","Wolverhampton (A)0 - 0","Premier League","13-08-2022","FW","  90 ","0","0","  1 ","0","  4 ","  68 ","  5 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Nottingham Forest (A)2 - 3","Premier League","16-09-2022","FW","  90 ","0","0","0","0","  4 ","  60 ","  5 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Aston Villa (H)3 - 0","Premier League","20-10-2022","FW","  84 ","  1 ","0","0","0","  7 ","  72 ","  5 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Everton (H)0 - 0","Premier League","29-10-2022","FW","  90 ","0","0","  1 ","0","  10 ","  70 ","  5 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Leeds (A)2 - 3","Premier League","23-10-2022","FW","  90 ","  1 ","0","0","0","  3 ","  62 ","  6 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Arsenal (A)2 - 1","Premier League","27-08-2022","FW","  90 ","  1 ","0","0","0","  4 ","  44 ","  6 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Brentford (H)3 - 2","Premier League","20-08-2022","FW","  90 ","  1 ","0","0","0","  8 ","  67 ","  6 ","  7 "
"Aleksandar Mitrovic","28","Fulham","Brighton (H)2 - 1","Premier League","30-08-2022","FW","  90 ","  1 ","0","0","0","  3 ","  55 ","  7 ","  8 "
"Aleksandar Mitrovic","28","Fulham","Arsenal (H)0 - 3","Premier League","12/3/2023","FW","  90 ","0","0","0","0","  3 ","  67 ","  7 ","  6 "
"Aleksandar Mitrovic","28","Fulham","Liverpool (H)2 - 2","Premier League","6/8/2022","FW","  90 ","  2 ","0","0","0","  3 ","  36 ","  11 ","  9 "
"Aleksandar Mitrovic","28","Fulham","Newcastle (H)1 - 4","Premier League","1/10/2022","FW","  37 ","0","0","  1 ","0","0","  50 ","0","  5 "
"Dusan Vlahovic","23","Juventus","Empoli (H)4 - 0","Seria A","21-10-2022","FW","  65 ","0","0","0","0","  1 ","  75 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Lazio (A)2 - 1","Seria A","8/4/2023","FW","  63 ","0","0","0","0","  2 ","  80 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Maccabi Haifa (A)2 - 0","Champions League","11/10/2022","FW","  90 ","0","0","0","0","  2 ","  65 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Bologna (H)3 - 0","Seria A","2/10/2022","FW","  90 ","  1 ","  1 ","0","0","  3 ","  82 ","  1 ","  7 "
"Dusan Vlahovic","23","Juventus","Benfica (A)4 - 3","Champions League","25-10-2022","FW","  70 ","0","  1 ","0","0","  3 ","  67 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Spezia (H)2 - 0","Seria A","31-08-2022","FW","  85 ","  1 ","0","0","0","  3 ","  67 ","  1 ","  7 "
"Dusan Vlahovic","23","Juventus","Paris Saint-Germain (A)2 - 1","Champions League","6/9/2022","FW","  90 ","0","0","0","0","  3 ","  100 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Salernitana (A)0 - 3","Seria A","7/2/2023","FW","  79 ","  2 ","  1 ","0","0","  6 ","  82 ","  1 ","  8 "
"Dusan Vlahovic","23","Juventus","Sassuolo (H)3 - 0","Seria A","15-08-2022","FW","  90 ","  2 ","0","0","0","  6 ","  83 ","  1 ","  8 "
"Dusan Vlahovic","23","Juventus","Monza (H)0 - 2","Seria A","29-01-2023","Sub","  25 ","0","0","0","0","0","  50 ","  1 ","  6 "
"Dusan Vlahovic","23","Juventus","Roma (A)1 - 0","Seria A","5/3/2023","FW","  90 ","0","0","0","0","  2 ","  69 ","  2 ","  6 "
"Dusan Vlahovic","23","Juventus","Roma (H)1 - 1","Seria A","27-08-2022","FW","  86 ","  1 ","0","0","0","  3 ","  67 ","  2 ","  6 "
"Dusan Vlahovic","23","Juventus","Salernitana (H)2 - 2","Seria A","11/9/2022","FW","  90 ","0","0","0","0","  5 ","  79 ","  2 ","  6 "
"Dusan Vlahovic","23","Juventus","Sampdoria (H)4 - 2","Seria A","12/3/2023","FW","  90 ","0","0","0","0","  8 ","  77 ","  2 ","  6 "
"Dusan Vlahovic","23","Juventus","Verona (H)1 - 0","Seria A","1/4/2023","Sub","  31 ","0","0","0","0","0","  33 ","  2 ","  6 "
"Dusan Vlahovic","23","Juventus","Inter (A)0 - 1","Seria A","19-03-2023","FW","  90 ","0","0","0","0","  2 ","  73 ","  3 ","  6 "
"Dusan Vlahovic","23","Juventus","Nantes (H)1 - 1","Europa League","16-02-2023","FW","  86 ","  1 ","0","0","0","  2 ","  60 ","  4 ","  7 "
"Dusan Vlahovic","23","Juventus","Monza (A)1 - 0","Seria A","18-09-2022","FW","  90 ","0","0","0","0","  3 ","  56 ","  4 ","  6 "
"Dusan Vlahovic","23","Juventus","Torino (A)0 - 1","Seria A","15-10-2022","FW","  90 ","  1 ","0","0","0","  6 ","  73 ","  5 ","  8 "
"Dusan Vlahovic","23","Juventus","Nantes (A)0 - 3","Europa League","23-02-2023","Sub","  26 ","0","  1 ","0","0","  1 ","  67 ","0","  6 "
"Dusan Vlahovic","23","Juventus","Spezia (A)0 - 2","Seria A","19-02-2023","FW","  90 ","0","0","0","0","  1 ","  73 ","0","  6 "
"Dusan Vlahovic","23","Juventus","Sampdoria (A)0 - 0","Seria A","22-08-2022","FW","  90 ","0","0","0","0","  1 ","  80 ","0","  5 "
"Dusan Vlahovic","23","Juventus","Benfica (H)1 - 2","Champions League","14-09-2022","FW","  90 ","0","0","0","0","  2 ","  53 ","0","  5 "
"Dusan Vlahovic","23","Juventus","Freiburg (A)0 - 2","Europa League","16-03-2023","FW","  70 ","  1 ","0","  1 ","0","  3 ","  82 ","0","  7 "
"Dusan Vlahovic","23","Juventus","Freiburg (H)1 - 0","Europa League","9/3/2023","FW","  67 ","0","0","0","0","  3 ","  80 ","0","  6 "
"Dusan Vlahovic","23","Juventus","Torino (H)4 - 2","Seria A","28-02-2023","FW","  86 ","0","0","0","0","  4 ","  76 ","0","  6 "
"Dusan Vlahovic","23","Juventus","Maccabi Haifa (H)3 - 1","Champions League","5/10/2022","FW","  73 ","  1 ","0","0","0","  5 ","  83 ","0","  7 "
"Dusan Vlahovic","23","Juventus","Fiorentina (H)1 - 0","Seria A","12/2/2023","FW","  65 ","0","0","0","0","0","  75 ","0","  6 "
"Dusan Vlahovic","23","Juventus","AC Milan (A)2 - 0","Seria A","8/10/2022","FW","  78 ","0","0","0","0","0","  55 ","0","  5 "
"Gonçalo Ramos","21","Benfica","Arouca (H)4 - 0","Liga Portugal","5/8/2022","FW","  72 ","0","  1 ","0","0","  2 ","  100 ","  1 ","  7 "
"Gonçalo Ramos","21","Benfica","Maccabi Haifa (A)1 - 6","Champions League","2/11/2022","FW","  32 ","  1 ","0","0","0","  2 ","  63 ","  1 ","  7 "
"Gonçalo Ramos","21","Benfica","Inter (H)0 - 2","Champions League","11/4/2023","FW","  90 ","0","0","0","0","  2 ","  84 ","  1 ","  6 "
"Gonçalo Ramos","21","Benfica","Vitoria de Guimaraes (H)5 - 1","Liga Portugal","18-03-2023","FW","  75 ","  1 ","  1 ","  1 ","0","  3 ","  75 ","  1 ","  8 "
"Gonçalo Ramos","21","Benfica","Paris Saint-Germain (H)1 - 1","Champions League","5/10/2022","FW","  78 ","0","0","  1 ","0","  3 ","  50 ","  1 ","  6 "
"Gonçalo Ramos","21","Benfica","Pacos de Ferreira (H)3 - 2","Liga Portugal","30-08-2022","FW","  67 ","  1 ","0","0","0","  3 ","  86 ","  1 ","  7 "
"Gonçalo Ramos","21","Benfica","Famalicao (H)2 - 0","Liga Portugal","3/3/2023","FW","  90 ","  2 ","0","0","0","  5 ","  78 ","  1 ","  8 "
"Gonçalo Ramos","21","Benfica","Portimonense (H)1 - 0","Liga Portugal","6/1/2023","FW","  77 ","0","0","0","0","  8 ","  80 ","  1 ","  7 "
"Gonçalo Ramos","21","Benfica","Maccabi Haifa (H)2 - 0","Champions League","6/9/2022","FW","  46 ","0","0","  1 ","0","0","  81 ","  1 ","  6 "
"Gonçalo Ramos","21","Benfica","Pacos de Ferreira (A)0 - 2","Liga Portugal","26-01-2023","FW","  58 ","0","0","0","0","0","  69 ","  1 ","  6 "
"Gonçalo Ramos","21","Benfica","Maritimo (A)0 - 3","Liga Portugal","12/3/2023","FW","  90 ","0","0","0","0","  1 ","  76 ","  2 ","  7 "
"Gonçalo Ramos","21","Benfica","Juventus (H)4 - 3","Champions League","25-10-2022","FW","  87 ","0","0","0","0","  2 ","  75 ","  2 ","  7 "
"Gonçalo Ramos","21","Benfica","Paris Saint-Germain (A)1 - 1","Champions League","11/10/2022","FW","  77 ","0","0","0","0","  2 ","  67 ","  2 ","  6 "
"Gonçalo Ramos","21","Benfica","Club Bruges (H)5 - 1","Champions League","7/3/2023","FW","  90 ","  2 ","  1 ","0","0","  5 ","  73 ","  2 ","  10 "
"Gonçalo Ramos","21","Benfica","Maritimo (H)5 - 0","Liga Portugal","18-09-2022","FW","  90 ","  2 ","0","0","0","  5 ","  73 ","  2 ","  8 "
"Gonçalo Ramos","21","Benfica","Rio Ave (H)4 - 2","Liga Portugal","8/10/2022","FW","  46 ","  2 ","0","0","0","  8 ","  82 ","  2 ","  8 "
"Gonçalo Ramos","21","Benfica","Vitoria de Guimaraes (A)0 - 0","Liga Portugal","1/10/2022","FW","  70 ","0","0","0","0","0","  55 ","  2 ","  6 "
"Gonçalo Ramos","21","Benfica","Vizela (A)0 - 2","Liga Portugal","25-02-2023","FW","  83 ","0","0","0","0","  3 ","  72 ","  3 ","  7 "
"Gonçalo Ramos","21","Benfica","Rio Ave (A)0 - 1","Liga Portugal","2/4/2023","FW","  71 ","  1 ","0","  1 ","0","  4 ","  59 ","  3 ","  7 "
"Gonçalo Ramos","21","Benfica","Santa Clara (A)0 - 3","Liga Portugal","21-01-2023","FW","  90 ","  1 ","0","0","0","  4 ","  75 ","  3 ","  8 "
"Gonçalo Ramos","21","Benfica","Gil Vicente (H)3 - 1","Liga Portugal","13-11-2022","FW","  67 ","  2 ","0","0","0","  4 ","  88 ","  3 ","  8 "
"Gonçalo Ramos","21","Benfica","FC Porto (A)0 - 1","Liga Portugal","21-10-2022","FW","  90 ","0","0","0","0","0","  76 ","  3 ","  6 "
"Gonçalo Ramos","21","Benfica","Braga (A)3 - 0","Liga Portugal","30-12-2022","FW","  89 ","0","0","0","0","  2 ","  67 ","  4 ","  5 "
"Gonçalo Ramos","21","Benfica","Boavista (H)3 - 1","Liga Portugal","20-02-2023","FW","  85 ","  1 ","0","0","0","  5 ","  88 ","  4 ","  7 "
"Gonçalo Ramos","21","Benfica","FC Porto (H)1 - 2","Liga Portugal","7/4/2023","FW","  90 ","0","0","0","0","  2 ","  54 ","  5 ","  6 "
"Gonçalo Ramos","21","Benfica","Vizela (H)2 - 1","Liga Portugal","2/9/2022","FW","  90 ","0","0","0","  1 ","  4 ","  77 ","  5 ","  5 "
"Gonçalo Ramos","21","Benfica","Club Bruges (A)0 - 2","Champions League","15-02-2023","FW","  65 ","0","0","0","0","  4 ","  69 ","  5 ","  7 "
"Gonçalo Ramos","21","Benfica","Juventus (A)1 - 2","Champions League","14-09-2022","FW","  81 ","0","0","0","0","  3 ","  55 ","  10 ","  7 "
"Gonçalo Ramos","21","Benfica","Chaves (H)5 - 0","Liga Portugal","29-10-2022","FW","  72 ","  1 ","0","0","0","  2 ","  80 ","0","  7 "
"Gonçalo Ramos","21","Benfica","Casa Pia AC (A)0 - 1","Liga Portugal","13-08-2022","FW","  81 ","  1 ","0","0","0","  4 ","  69 ","0","  7 "
"Gonçalo Ramos","21","Benfica","Sporting CP (H)2 - 2","Liga Portugal","15-01-2023","FW","  90 ","  2 ","0","0","0","  4 ","  71 ","0","  7 "
"Gonçalo Ramos","21","Benfica","Boavista (A)0 - 3","Liga Portugal","27-08-2022","FW","  62 ","0","0","0","0","  4 ","  57 ","0","  6 "
"Harry Kane","29","Tottenham","Aston Villa (H)0 - 2","Premier League","1/1/2023","FW","  90 ","0","0","0","0","  2 ","  65 ","  1 ","  6 "
"Harry Kane","29","Tottenham","Southampton (H)4 - 1","Premier League","6/8/2022","FW","  90 ","0","0","0","0","  2 ","  73 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Liverpool (H)1 - 2","Premier League","6/11/2022","FW","  90 ","  1 ","0","0","0","  3 ","  73 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Arsenal (A)3 - 1","Premier League","1/10/2022","FW","  90 ","  1 ","0","0","0","  3 ","  85 ","  1 ","  6 "
"Harry Kane","29","Tottenham","Wolverhampton (A)1 - 0","Premier League","4/3/2023","FW","  90 ","0","0","0","0","  3 ","  73 ","  1 ","  6 "
"Harry Kane","29","Tottenham","Manchester United (A)2 - 0","Premier League","19-10-2022","FW","  90 ","0","0","0","0","  3 ","  59 ","  1 ","  6 "
"Harry Kane","29","Tottenham","Brighton (A)0 - 1","Premier League","8/10/2022","FW","  90 ","  1 ","0","  1 ","0","  4 ","  63 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Wolverhampton (H)1 - 0","Premier League","20-08-2022","FW","  90 ","  1 ","0","  1 ","0","  4 ","  81 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Southampton (A)3 - 3","Premier League","18-03-2023","FW","  90 ","  1 ","0","0","0","  4 ","  77 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Manchester City (H)1 - 0","Premier League","5/2/2023","FW","  90 ","  1 ","0","0","0","  5 ","  73 ","  1 ","  7 "
"Harry Kane","29","Tottenham","Nottingham Forest (A)0 - 2","Premier League","28-08-2022","FW","  90 ","  2 ","0","  1 ","0","  6 ","  69 ","  1 ","  8 "
"Harry Kane","29","Tottenham","Leicester (H)6 - 2","Premier League","17-09-2022","FW","  90 ","  1 ","  1 ","0","0","  2 ","  69 ","  2 ","  8 "
"Harry Kane","29","Tottenham","Chelsea (H)2 - 0","Premier League","26-02-2023","FW","  90 ","  1 ","0","0","0","  2 ","  70 ","  2 ","  7 "
"Harry Kane","29","Tottenham","Sporting CP (A)2 - 0","Champions League","13-09-2022","FW","  90 ","0","0","0","0","  2 ","  68 ","  2 ","  6 "
"Harry Kane","29","Tottenham","Bournemouth (A)2 - 3","Premier League","29-10-2022","FW","  90 ","0","0","  1 ","0","  3 ","  72 ","  2 ","  6 "
"Harry Kane","29","Tottenham","Eintracht Frankfurt (H)3 - 2","Champions League","12/10/2022","FW","  90 ","  1 ","  1 ","0","0","  3 ","  65 ","  2 ","  7 "
"Harry Kane","29","Tottenham","West Ham (H)2 - 0","Premier League","19-02-2023","FW","  90 ","0","  1 ","0","0","  3 ","  68 ","  2 ","  7 "
"Harry Kane","29","Tottenham","Eintracht Frankfurt (A)0 - 0","Champions League","4/10/2022","FW","  90 ","0","0","  1 ","0","  4 ","  61 ","  2 ","  6 "
"Harry Kane","29","Tottenham","Nottingham Forest (H)3 - 1","Premier League","11/3/2023","FW","  90 ","  2 ","0","0","0","  4 ","  68 ","  2 ","  8 "
"Harry Kane","29","Tottenham","AC Milan (H)0 - 0","Champions League","8/3/2023","FW","  90 ","0","0","0","0","  4 ","  79 ","  2 ","  6 "
"Harry Kane","29","Tottenham","Fulham (A)0 - 1","Premier League","23-01-2023","FW","  90 ","  1 ","0","0","0","  6 ","  81 ","  2 ","  7 "
"Harry Kane","29","Tottenham","Marseille (H)2 - 0","Champions League","7/9/2022","FW","  90 ","0","0","0","0","  6 ","  80 ","  2 ","  6 "
"Harry Kane","29","Tottenham","Marseille (A)1 - 2","Champions League","1/11/2022","FW","  90 ","0","  1 ","0","0","  2 ","  69 ","  3 ","  7 "
"Harry Kane","29","Tottenham","Brighton (H)2 - 1","Premier League","8/4/2023","FW","  90 ","  1 ","0","0","0","  3 ","  64 ","  3 ","  8 "
"Harry Kane","29","Tottenham","Chelsea (A)2 - 2","Premier League","14-08-2022","FW","  90 ","  1 ","0","0","0","  3 ","  82 ","  3 ","  7 "
"Harry Kane","29","Tottenham","Arsenal (H)0 - 2","Premier League","15-01-2023","FW","  90 ","0","0","0","0","  4 ","  71 ","  3 ","  7 "
"Harry Kane","29","Tottenham","Leicester (A)4 - 1","Premier League","11/2/2023","FW","  90 ","0","0","0","0","  1 ","  71 ","  4 ","  6 "
"Harry Kane","29","Tottenham","Newcastle (H)1 - 2","Premier League","23-10-2022","FW","  90 ","  1 ","0","0","0","  5 ","  65 ","  4 ","  8 "
"Harry Kane","29","Tottenham","AC Milan (A)1 - 0","Champions League","14-02-2023","FW","  90 ","0","0","0","0","  1 ","  48 ","  5 ","  6 "
"Harry Kane","29","Tottenham","Crystal Palace (A)0 - 4","Premier League","4/1/2023","FW","  90 ","  2 ","0","0","0","  4 ","  72 ","  5 ","  9 "
"Harry Kane","29","Tottenham","Brentford (A)2 - 2","Premier League","26-12-2022","FW","  90 ","  1 ","0","0","0","  4 ","  54 ","  6 ","  7 "
"Harry Kane","29","Tottenham","Everton (A)1 - 1","Premier League","3/4/2023","FW","  90 ","  1 ","0","  1 ","0","  3 ","  86 ","0","  6 "
"Harry Kane","29","Tottenham","Leeds (H)4 - 3","Premier League","12/11/2022","FW","  90 ","  1 ","0","0","0","  3 ","  76 ","0","  7 "
"Harry Kane","29","Tottenham","Fulham (H)2 - 1","Premier League","3/9/2022","FW","  78 ","  1 ","0","0","0","  3 ","  86 ","0","  7 "
"Harry Kane","29","Tottenham","Manchester City (A)4 - 2","Premier League","19-01-2023","FW","  90 ","0","0","0","0","  3 ","  73 ","0","  6 "
"Harry Kane","29","Tottenham","West Ham (A)1 - 1","Premier League","31-08-2022","FW","  90 ","0","0","0","0","  4 ","  73 ","0","  6 "
"Harry Kane","29","Tottenham","Everton (H)2 - 0","Premier League","15-10-2022","FW","  90 ","  1 ","0","0","0","  7 ","  82 ","0","  8 "
"Harry Kane","29","Tottenham","Sporting CP (H)1 - 1","Champions League","26-10-2022","FW","  90 ","0","0","0","0","0","  52 ","0","  6 "
